Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,DataQC_Flag,BMD_Analysis_Flag,BMD_Flag,BMD50_Flag
1515,AXIS,NULL,NULL,NULL,NULL,1.6129032258064516e-06,0.0,0.0001,0.016129032258064516,0,NULL,NULL,NULL
1515,BRN_,NULL,NULL,NULL,NULL,4.838709677419355e-06,0.0,0.0001,0.04838709677419355,0,NULL,NULL,NULL
1515,CRAN,NULL,NULL,NULL,NULL,4.838709677419355e-06,0.0,0.0001,0.04838709677419355,0,NULL,NULL,NULL
1515,EDEM,NULL,NULL,NULL,NULL,4.838709677419355e-06,0.0,0.0001,0.04838709677419355,0,NULL,NULL,NULL
1515,LTRK,NULL,NULL,NULL,NULL,8.064516129032258e-06,0.0,0.0001,0.08064516129032258,0,NULL,NULL,NULL
1515,MUSC,NULL,NULL,NULL,NULL,1.6129032258064516e-06,0.0,0.0001,0.016129032258064516,0,NULL,NULL,NULL
1515,NC__,NULL,NULL,NULL,NULL,0.0,0.0,0.0001,0.0,0,NULL,NULL,NULL
1515,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,0.0001,0.0,0,NULL,NULL,NULL
1515,TCHR,NULL,NULL,NULL,NULL,1.6129032258064516e-06,0.0,0.0001,0.016129032258064516,0,NULL,NULL,NULL
1519,AXIS,NULL,NULL,NULL,NULL,0.0,0.0,0.0001,0.0,0,NULL,NULL,NULL
1519,BRN_,NULL,NULL,NULL,NULL,4.6875000000000004e-06,0.0,0.0001,0.046875,0,NULL,NULL,NULL
1519,CRAN,NULL,NULL,NULL,NULL,1.5625e-06,0.0,0.0001,0.015625,0,NULL,NULL,NULL
1519,EDEM,NULL,NULL,NULL,NULL,3.125e-06,0.0,0.0001,0.03125,0,NULL,NULL,NULL
1519,LTRK,NULL,NULL,NULL,NULL,2.96875e-05,0.0,0.0001,0.296875,0,NULL,NULL,NULL
1519,MUSC,NULL,NULL,NULL,NULL,1.5625e-06,0.0,0.0001,0.015625,0,NULL,NULL,NULL
1519,NC__,NULL,NULL,NULL,NULL,0.0,0.0,0.0001,0.0,0,NULL,NULL,NULL
1519,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,0.0001,0.0,0,NULL,NULL,NULL
1519,TCHR,NULL,NULL,NULL,NULL,0.0,0.0,0.0001,0.0,0,NULL,NULL,NULL
101,ANY120,NULL,NULL,NULL,NULL,0.0007609375,0.0,0.01,0.07609375,1,NULL,NULL,NULL
101,AXIS,NULL,NULL,NULL,NULL,3.225806451612903e-05,0.0,0.01,0.003225806451612903,1,NULL,NULL,NULL
101,ALL_BUT_MORT,NULL,NULL,NULL,NULL,0.0001346947997775306,0.0,0.01,0.013469479977753059,1,NULL,NULL,NULL
101,BRN_,NULL,NULL,NULL,NULL,0.00012013162773451985,0.0,0.01,0.012013162773451984,1,NULL,NULL,NULL
101,CRAN,NULL,NULL,NULL,NULL,3.3924731182795696e-05,0.0,0.01,0.0033924731182795693,1,NULL,NULL,NULL
101,DP24,NULL,NULL,NULL,NULL,0.00011745689655172415,0.0,0.01,0.011745689655172415,1,NULL,NULL,NULL
101,EDEM,NULL,NULL,NULL,NULL,0.00012013162773451985,0.0,0.01,0.012013162773451984,1,NULL,NULL,NULL
101,MORT,NULL,NULL,NULL,NULL,8.175403225806451e-05,0.0,0.01,0.008175403225806451,1,NULL,NULL,NULL
101,MUSC,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
101,NC__,NULL,NULL,NULL,NULL,1.6129032258064513e-05,0.0,0.01,0.0016129032258064514,1,NULL,NULL,NULL
101,NC24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
101,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
101,SM24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
101,TCHR,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
102,NC__,NULL,NULL,NULL,NULL,0.0,0.0,0.001,0.0,1,NULL,NULL,NULL
102,NC24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
102,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,0.001,0.0,1,NULL,NULL,NULL
102,SM24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
103,MO24,NULL,NULL,NULL,NULL,0.000284375,0.0,0.01,0.0284375,1,NULL,NULL,NULL
103,NC__,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
103,NC24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
103,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
103,SM24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
792,ANY24,NULL,NULL,NULL,NULL,2.9125,0.0,10.0,0.29125,1,NULL,NULL,NULL
792,BRN_,NULL,NULL,NULL,NULL,0.0,0.0,10.0,0.0,1,NULL,NULL,NULL
792,CRAN,NULL,NULL,NULL,NULL,0.0,0.0,10.0,0.0,1,NULL,NULL,NULL
792,DP24,NULL,NULL,NULL,NULL,0.2518433179723502,0.0,10.0,0.025184331797235022,1,NULL,NULL,NULL
792,EDEM,NULL,NULL,NULL,NULL,0.05346459096459097,0.0,10.0,0.005346459096459097,1,NULL,NULL,NULL
792,LTRK,NULL,NULL,NULL,NULL,0.8533653846153846,0.0,10.0,0.08533653846153846,1,NULL,NULL,NULL
792,MO24,NULL,NULL,NULL,NULL,0.571875,0.0,10.0,0.0571875,1,NULL,NULL,NULL
792,MUSC,NULL,NULL,NULL,NULL,0.0,0.0,10.0,0.0,1,NULL,NULL,NULL
792,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,10.0,0.0,1,NULL,NULL,NULL
792,SM24,NULL,NULL,NULL,NULL,0.0,0.0,10.0,0.0,1,NULL,NULL,NULL
792,TCHR,NULL,NULL,NULL,NULL,0.0,0.0,10.0,0.0,1,NULL,NULL,NULL
793,BRN_,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
793,CRAN,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
793,MUSC,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
793,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
793,SM24,NULL,NULL,NULL,NULL,0.0,0.0,10.0,0.0,1,NULL,NULL,NULL
793,TCHR,NULL,NULL,NULL,NULL,0.008928571428571428,0.0,2.0,0.004464285714285714,1,NULL,NULL,NULL
794,ANY24,NULL,NULL,NULL,NULL,3.559375,0.0,10.0,0.3559375,1,NULL,NULL,NULL
794,BRN_,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
794,CRAN,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
794,DP24,NULL,NULL,NULL,NULL,1.2936592741935484,0.0,10.0,0.12936592741935485,1,NULL,NULL,NULL
794,EDEM,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
794,MO24,NULL,NULL,NULL,NULL,0.059375000000000004,0.0,10.0,0.0059375,1,NULL,NULL,NULL
794,MUSC,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
794,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
794,SM24,NULL,NULL,NULL,NULL,0.0,0.0,10.0,0.0,1,NULL,NULL,NULL
794,TCHR,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
795,AXIS,NULL,NULL,NULL,NULL,0.04086206896551724,0.0,2.0,0.02043103448275862,1,NULL,NULL,NULL
795,ALL_BUT_MORT,NULL,NULL,NULL,NULL,0.6273185483870968,0.0,10.0,0.06273185483870967,1,NULL,NULL,NULL
795,BRN_,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
795,CRAN,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
795,EDEM,NULL,NULL,NULL,NULL,0.023620689655172417,0.0,2.0,0.011810344827586208,1,NULL,NULL,NULL
795,LTRK,NULL,NULL,NULL,NULL,0.03,0.0,2.0,0.015,1,NULL,NULL,NULL
795,MO24,NULL,NULL,NULL,NULL,0.7109375,0.0,10.0,0.07109375,1,NULL,NULL,NULL
795,MUSC,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
795,NC__,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
795,NC24,NULL,NULL,NULL,NULL,0.0,0.0,10.0,0.0,1,NULL,NULL,NULL
795,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
795,SM24,NULL,NULL,NULL,NULL,0.0,0.0,10.0,0.0,1,NULL,NULL,NULL
795,TCHR,NULL,NULL,NULL,NULL,0.015,0.0,2.0,0.0075,1,NULL,NULL,NULL
796,BRN_,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
796,CRAN,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
796,EDEM,NULL,NULL,NULL,NULL,0.1276073944594523,0.0,2.0,0.06380369722972615,1,NULL,NULL,NULL
796,MO24,NULL,NULL,NULL,NULL,0.30625,0.0,10.0,0.030625000000000003,1,NULL,NULL,NULL
796,MUSC,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
796,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,2.0,0.0,1,NULL,NULL,NULL
796,SM24,NULL,NULL,NULL,NULL,0.0,0.0,10.0,0.0,1,NULL,NULL,NULL
796,TCHR,NULL,NULL,NULL,NULL,0.016129032258064516,0.0,2.0,0.008064516129032258,1,NULL,NULL,NULL
1035,ANY24,NULL,NULL,NULL,NULL,0.00023906250000000002,0.0,0.01,0.02390625,1,NULL,NULL,NULL
1035,ANY120,NULL,NULL,NULL,NULL,0.0005046875,0.0,0.01,0.05046875,1,NULL,NULL,NULL
1035,AXIS,NULL,NULL,NULL,NULL,7.979166666666666e-05,0.0,0.01,0.007979166666666666,1,NULL,NULL,NULL
1035,ALL_BUT_MORT,NULL,NULL,NULL,NULL,0.00020479166666666665,0.0,0.01,0.020479166666666666,1,NULL,NULL,NULL
1035,BRN_,NULL,NULL,NULL,NULL,0.0001306989247311828,0.0,0.01,0.013069892473118279,1,NULL,NULL,NULL
1035,CRAN,NULL,NULL,NULL,NULL,0.0001306989247311828,0.0,0.01,0.013069892473118279,1,NULL,NULL,NULL
1035,DP24,NULL,NULL,NULL,NULL,1.6666666666666667e-06,0.0,0.01,0.00016666666666666666,1,NULL,NULL,NULL
1035,EDEM,NULL,NULL,NULL,NULL,0.0001306989247311828,0.0,0.01,0.013069892473118279,1,NULL,NULL,NULL
1035,LTRK,NULL,NULL,NULL,NULL,1.6666666666666667e-06,0.0,0.01,0.00016666666666666666,1,NULL,NULL,NULL
1035,MO24,NULL,NULL,NULL,NULL,0.0002375,0.0,0.01,0.02375,1,NULL,NULL,NULL
1035,MORT,NULL,NULL,NULL,NULL,6.25e-05,0.0,0.01,0.00625,1,NULL,NULL,NULL
1035,MUSC,NULL,NULL,NULL,NULL,1.6666666666666667e-06,0.0,0.01,0.00016666666666666666,1,NULL,NULL,NULL
1035,NC__,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1035,NC24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1035,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1035,SM24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1035,TCHR,NULL,NULL,NULL,NULL,1.6666666666666667e-06,0.0,0.01,0.00016666666666666666,1,NULL,NULL,NULL
1035,TOT_MORT,NULL,NULL,NULL,NULL,0.00030000000000000003,0.0,0.01,0.030000000000000002,1,NULL,NULL,NULL
1036,NC24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1036,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1036,SM24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1037,MO24,NULL,NULL,NULL,NULL,0.0007890624999999999,0.0,0.01,0.07890625,1,NULL,NULL,NULL
1037,NC__,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1037,NC24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1037,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1037,SM24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1037,TOT_MORT,NULL,NULL,NULL,NULL,0.001259375,0.0,0.01,0.1259375,1,NULL,NULL,NULL
1038,MORT,NULL,NULL,NULL,NULL,4.15625e-05,0.0,0.01,0.00415625,1,NULL,NULL,NULL
1038,MUSC,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1038,NC__,NULL,NULL,NULL,NULL,1.6129032258064516e-06,0.0,0.01,0.00016129032258064516,1,NULL,NULL,NULL
1038,NC24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1038,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1038,SM24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1038,TOT_MORT,NULL,NULL,NULL,NULL,0.0011453125,0.0,0.01,0.11453125,1,NULL,NULL,NULL
1514,ANY120,NULL,NULL,NULL,NULL,0.0008375,0.0,0.01,0.08375,1,NULL,NULL,NULL
1514,AXIS,NULL,NULL,NULL,NULL,0.00014569892473118278,0.0,0.01,0.014569892473118278,1,NULL,NULL,NULL
1514,ALL_BUT_MORT,NULL,NULL,NULL,NULL,0.00024354838709677418,0.0,0.01,0.024354838709677418,1,NULL,NULL,NULL
1514,BRN_,NULL,NULL,NULL,NULL,0.00016403225806451612,0.0,0.01,0.01640322580645161,1,NULL,NULL,NULL
1514,CRAN,NULL,NULL,NULL,NULL,0.00016236559139784946,0.0,0.01,0.016236559139784945,1,NULL,NULL,NULL
1514,EDEM,NULL,NULL,NULL,NULL,0.00016403225806451612,0.0,0.01,0.01640322580645161,1,NULL,NULL,NULL
1514,LTRK,NULL,NULL,NULL,NULL,8.118279569892473e-05,0.0,0.01,0.008118279569892473,1,NULL,NULL,NULL
1514,MORT,NULL,NULL,NULL,NULL,0.00014274193548387097,0.0,0.01,0.014274193548387097,1,NULL,NULL,NULL
1514,MUSC,NULL,NULL,NULL,NULL,0.00014569892473118278,0.0,0.01,0.014569892473118278,1,NULL,NULL,NULL
1514,NC__,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1514,NC24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1514,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1514,SM24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1514,TCHR,NULL,NULL,NULL,NULL,0.00016236559139784946,0.0,0.01,0.016236559139784945,1,NULL,NULL,NULL
1514,TOT_MORT,NULL,NULL,NULL,NULL,0.0006015625000000001,0.0,0.01,0.06015625000000001,1,NULL,NULL,NULL
1515,NC24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1515,SM24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1516,NC__,NULL,NULL,NULL,NULL,0.0,0.0,0.0025,0.0,1,NULL,NULL,NULL
1516,NC24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1516,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,0.0025,0.0,1,NULL,NULL,NULL
1516,SM24,NULL,NULL,NULL,NULL,0.0,0.0,0.01,0.0,1,NULL,NULL,NULL
1516,TCHR,NULL,NULL,NULL,NULL,0.0,0.0,0.0025,0.0,1,NULL,NULL,NULL
