Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,DataQC_Flag,BMD_Analysis_Flag,BMD10_Flag,BMD50_Flag,bmdrc.Endpoint.ID
P00041,MO24,Logistic,21.599989721480355,17.598441332678888,44.585133571440515,9.35,0.0,50.0,0.187,1,2,1,1,P00041 MO24
C03239,YSE_,Log Logistic,2.6407864784457376,0.46237940495100627,28.72043497574966,,0.0,50.0,,1,2,1,1,C03239 YSE_
C05435,MO24,Gamma,16.537198873961554,10.15558022890406,37.89332257919657,15.05,0.0,50.0,0.301,1,2,1,1,C05435 MO24
C05435,DP24,Gamma,2.2025503090052823,0.994468134208165,14.700970302194419,30.273809523809522,0.0,50.0,0.6054761904761904,1,2,1,1,C05435 DP24
C05435,AXIS,Logistic,20.416525152457066,13.14687644430252,38.58260781426509,,0.0,50.0,,1,2,1,1,C05435 AXIS
C05435,ANY24,Weibull,4.296904641736381,2.2226200840934744,15.103560939287583,32.0125,0.0,50.0,0.6402500000000001,1,2,1,1,C05435 ANY24
TX011585,MUSC,Log Logistic,22.21359810610439,7.219419384483927,24.63845452404379,28.98,0.0,64.0,0.4528125,1,2,1,1,TX011585 MUSC
P22078,DP24,Log Logistic,14.537887545818913,8.393935272236025,72.19791587132323,31.668526785714285,0.0,100.0,0.31668526785714285,1,2,1,1,P22078 DP24
TX011585,JAW_,Log Logistic,16.048988678084537,5.215921320377475,18.176318675951915,28.98,0.0,64.0,0.4528125,1,2,1,1,TX011585 JAW_
TX011585,EYE_,Log Logistic,16.048988678084537,5.215921320377475,18.176318675951915,28.98,0.0,64.0,0.4528125,1,2,1,1,TX011585 EYE_
TX011585,EDEM,Log Logistic,18.118577520998077,6.7590994587200175,20.97035354984142,28.9818,0.0,64.0,0.452840625,1,2,1,1,TX011585 EDEM
P22078,PFIN,Log Logistic,28.8900678342739,20.046628338067713,79.58502790705411,29.362824675324674,0.0,100.0,0.2936282467532467,1,2,1,1,P22078 PFIN
TX011585,CRAN,Log Logistic,22.21359810610439,7.219419384483927,24.63845452404379,28.98,0.0,64.0,0.4528125,1,2,1,1,TX011585 CRAN
TX011585,CIRC,Log Logistic,16.048988678084537,5.215921320377475,18.176318675951915,28.98,0.0,64.0,0.4528125,1,2,1,1,TX011585 CIRC
C05435,TOT_MORT,Gamma,2.3766799382680084,1.1646079843988575,11.960783006298872,34.0875,0.0,50.0,0.68175,1,2,1,1,C05435 TOT_MORT
C03239,TOT_MORT,Log Logistic,4.241666781253845,2.332916729689615,4.935214880065608,46.09375,0.0,50.0,0.921875,1,2,1,1,C03239 TOT_MORT
C03239,SNOU,Log Logistic,2.0588086191890023,0.5138916496950918,12.143781424532923,,0.0,50.0,,1,2,1,1,C03239 SNOU
C03239,PE__,Quantal Linear,4.103745594777909,1.54584269331609,26.997776833150027,,0.0,50.0,,1,2,1,1,C03239 PE__
C03239,MORT,Log Logistic,1.308878128924334,0.4959181372634026,3.9434788350384284,,0.0,50.0,,1,2,1,1,C03239 MORT
C03239,MO24,Log Logistic,6.630183511116166,4.246176470948942,10.644330357625467,34.25625,0.0,50.0,0.685125,1,2,1,1,C03239 MO24
C03239,JAW_,Log Logistic,2.0588086191890023,0.5138916496950918,12.143781424532923,,0.0,50.0,,1,2,1,1,C03239 JAW_
C03239,EYE_,Log Logistic,2.0588086191890023,0.5138916496950918,12.143781424532923,,0.0,50.0,,1,2,1,1,C03239 EYE_
C03239,DP24,Log Logistic,2.7737185091105605,1.5178507521397706,7.188337327715076,,0.0,50.0,,1,2,1,1,C03239 DP24
C03239,BRAI,Quantal Linear,4.103745594777909,1.54584269331609,26.997776833150027,,0.0,50.0,,1,2,1,1,C03239 BRAI
C03239,ANY24,Log Logistic,2.795683909456932,1.194393839173931,5.866604231722333,41.38125,0.0,50.0,0.827625,1,2,1,1,C03239 ANY24
C03239,ANY120,Log Logistic,0.602380592075973,0.2971441544267829,2.0756234494648895,46.762499999999996,0.0,50.0,0.9352499999999999,1,2,1,1,C03239 ANY120
C05435,MORT,Gamma,1.8703774487927542,0.7650693106884328,13.779273262058854,32.48922619047619,0.0,50.0,0.6497845238095238,1,2,1,1,C05435 MORT
C05728,MORT,Log Logistic,1.249682225916521,0.7751248586689125,2.7485740007874773,46.47375,0.0,50.0,0.929475,1,2,1,1,C05728 MORT
P26408,ANY120,Gamma,0.8713355753321939,0.283184061982963,1.7631479980778724,6.9,0.0,10.0,0.6900000000000001,1,2,1,1,P26408 ANY120
C07065,OTIC,Quantal Linear,0.7149147276202669,0.4066535680127377,4.703290646375647,,0.0,5.0,,1,2,1,1,C07065 OTIC
P15643,MORT,Log Logistic,21.37174255966089,14.24624131947073,61.22947723034565,37.63950892857143,0.0,100.0,0.3763950892857143,1,2,1,1,P15643 MORT
