Chemical_ID,End_Point,Dose,Response,CI_Lo,CI_Hi
53,AXIS,0.0,0.0,0.0,0.12064330476584564
53,AXIS,1.0,0.03125,0.025712139835996878,0.12619263820012558
53,AXIS,5.0,0.0967741935483871,0.0633095493851897,0.15222519088554123
53,AXIS,11.2,0.03225806451612903,0.026540842990712216,0.12968298713112003
53,AXIS,35.6,0.06451612903225806,0.04664134551034348,0.14267023833072318
53,AXIS,50.0,0.06451612903225806,0.04664134551034348,0.14267023833072318
54,MO24,0.0,0.125,0.07529865612519929,0.15568305481650224
54,MO24,0.1,0.0625,0.04518943296835905,0.13897123144154583
54,MO24,0.5,0.03125,0.025712139835996878,0.12619263820012558
54,MO24,1.12,0.21875,0.10851163747395814,0.1687999364924353
54,MO24,3.56,0.34375,0.1396456207556683,0.1731391202103778
54,MO24,5.0,0.40625,0.15105365157334572,0.17114975124617138
54,MORT,0.0,0.07142857142857142,0.05161650731326571,0.15502505425541915
54,MORT,0.1,0.0,0.0,0.11351339317396875
54,MORT,0.5,0.0,0.0,0.11025539546043595
54,MORT,1.12,0.0,1.3877787807814457e-17,0.13319225093904846
54,MORT,3.56,0.14285714285714285,0.09304701785989014,0.20350345994906655
54,MORT,5.0,0.42105263157894735,0.18963371875440496,0.21618833307850227
