Chemical_ID,End_Point,Model,BMD10,BMD50,Min_Dose,Max_Dose,AUC_Norm,DataQC_Flag,BMD_Analysis_Flag,BMD10_Flag,BMD50_Flag
792,BRN_,NULL,NULL,NULL,0,10,0,1,NULL,NULL,NULL
792,CRAN,NULL,NULL,NULL,0,10,0,1,NULL,NULL,NULL
792,DP24,NULL,NULL,NULL,0,10,0.025184332,1,NULL,NULL,NULL
792,EDEM,NULL,NULL,NULL,0,10,0.005346459,1,NULL,NULL,NULL
792,LTRK,NULL,NULL,NULL,0,10,0.085336538,1,NULL,NULL,NULL
792,MO24,NULL,NULL,NULL,0,10,0.0571875,1,NULL,NULL,NULL
792,MUSC,NULL,NULL,NULL,0,10,0,1,NULL,NULL,NULL
792,SKIN,NULL,NULL,NULL,0,10,0,1,NULL,NULL,NULL
792,SM24,NULL,NULL,NULL,0,10,0,1,NULL,NULL,NULL
792,TCHR,NULL,NULL,NULL,0,10,0,1,NULL,NULL,NULL
793,BRN_,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
793,CRAN,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
793,MUSC,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
793,SKIN,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
793,SM24,NULL,NULL,NULL,0,10,0,1,NULL,NULL,NULL
793,TCHR,NULL,NULL,NULL,0,2,0.004464286,1,NULL,NULL,NULL
794,ANY24,NULL,NULL,NULL,0,10,0.3559375,1,NULL,NULL,NULL
794,BRN_,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
794,CRAN,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
794,DP24,NULL,NULL,NULL,0,10,0.129365927,1,NULL,NULL,NULL
794,EDEM,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
794,MO24,NULL,NULL,NULL,0,10,0.0059375,1,NULL,NULL,NULL
794,MUSC,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
794,SKIN,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
794,SM24,NULL,NULL,NULL,0,10,0,1,NULL,NULL,NULL
794,TCHR,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
795,AXIS,NULL,NULL,NULL,0,2,0.020431034,1,NULL,NULL,NULL
795,ALL_BUT_MORT,NULL,NULL,NULL,0,10,0.062731855,1,NULL,NULL,NULL
795,BRN_,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
795,CRAN,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
795,EDEM,NULL,NULL,NULL,0,2,0.011810345,1,NULL,NULL,NULL
795,LTRK,NULL,NULL,NULL,0,2,0.015,1,NULL,NULL,NULL
795,MO24,NULL,NULL,NULL,0,10,0.07109375,1,NULL,NULL,NULL
795,MUSC,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
795,NC__,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
795,NC24,NULL,NULL,NULL,0,10,0,1,NULL,NULL,NULL
795,SKIN,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
795,SM24,NULL,NULL,NULL,0,10,0,1,NULL,NULL,NULL
795,TCHR,NULL,NULL,NULL,0,2,0.0075,1,NULL,NULL,NULL
796,BRN_,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
796,CRAN,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
796,EDEM,NULL,NULL,NULL,0,2,0.063803697,1,NULL,NULL,NULL
796,MO24,NULL,NULL,NULL,0,10,0.030625,1,NULL,NULL,NULL
796,MUSC,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
796,SKIN,NULL,NULL,NULL,0,2,0,1,NULL,NULL,NULL
796,SM24,NULL,NULL,NULL,0,10,0,1,NULL,NULL,NULL
796,TCHR,NULL,NULL,NULL,0,2,0.008064516,1,NULL,NULL,NULL
1035,ANY24,NULL,NULL,NULL,0,0.01,0.02390625,1,NULL,NULL,NULL
1035,ANY120,NULL,NULL,NULL,0,0.01,0.05046875,1,NULL,NULL,NULL
1035,AXIS,NULL,NULL,NULL,0,0.01,0.007979167,1,NULL,NULL,NULL
1035,ALL_BUT_MORT,NULL,NULL,NULL,0,0.01,0.020479167,1,NULL,NULL,NULL
1035,BRN_,NULL,NULL,NULL,0,0.01,0.013069892,1,NULL,NULL,NULL
1035,CRAN,NULL,NULL,NULL,0,0.01,0.013069892,1,NULL,NULL,NULL
1035,DP24,NULL,NULL,NULL,0,0.01,0.000166667,1,NULL,NULL,NULL
1035,EDEM,NULL,NULL,NULL,0,0.01,0.013069892,1,NULL,NULL,NULL
1035,LTRK,NULL,NULL,NULL,0,0.01,0.000166667,1,NULL,NULL,NULL
1035,MO24,NULL,NULL,NULL,0,0.01,0.02375,1,NULL,NULL,NULL
1035,MORT,NULL,NULL,NULL,0,0.01,0.00625,1,NULL,NULL,NULL
1035,MUSC,NULL,NULL,NULL,0,0.01,0.000166667,1,NULL,NULL,NULL
1035,NC__,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1035,NC24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1035,SKIN,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1035,SM24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1035,TCHR,NULL,NULL,NULL,0,0.01,0.000166667,1,NULL,NULL,NULL
1035,TOT_MORT,NULL,NULL,NULL,0,0.01,0.03,1,NULL,NULL,NULL
1036,NC24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1036,SKIN,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1036,SM24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1037,MO24,NULL,NULL,NULL,0,0.01,0.07890625,1,NULL,NULL,NULL
1037,NC__,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1037,NC24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1037,SKIN,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1037,SM24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1037,TOT_MORT,NULL,NULL,NULL,0,0.01,0.1259375,1,NULL,NULL,NULL
1038,MORT,NULL,NULL,NULL,0,0.01,0.00415625,1,NULL,NULL,NULL
1038,MUSC,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1038,NC__,NULL,NULL,NULL,0,0.01,0.00016129,1,NULL,NULL,NULL
1038,NC24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1038,SKIN,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1038,SM24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1038,TOT_MORT,NULL,NULL,NULL,0,0.01,0.11453125,1,NULL,NULL,NULL
1514,ANY120,NULL,NULL,NULL,0,0.01,0.08375,1,NULL,NULL,NULL
1514,AXIS,NULL,NULL,NULL,0,0.01,0.014569892,1,NULL,NULL,NULL
1514,ALL_BUT_MORT,NULL,NULL,NULL,0,0.01,0.024354839,1,NULL,NULL,NULL
1514,BRN_,NULL,NULL,NULL,0,0.01,0.016403226,1,NULL,NULL,NULL
1514,CRAN,NULL,NULL,NULL,0,0.01,0.016236559,1,NULL,NULL,NULL
1514,EDEM,NULL,NULL,NULL,0,0.01,0.016403226,1,NULL,NULL,NULL
1514,LTRK,NULL,NULL,NULL,0,0.01,0.00811828,1,NULL,NULL,NULL
1514,MORT,NULL,NULL,NULL,0,0.01,0.014274194,1,NULL,NULL,NULL
1514,MUSC,NULL,NULL,NULL,0,0.01,0.014569892,1,NULL,NULL,NULL
1514,NC__,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1514,NC24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1514,SKIN,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1514,SM24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1514,TCHR,NULL,NULL,NULL,0,0.01,0.016236559,1,NULL,NULL,NULL
1514,TOT_MORT,NULL,NULL,NULL,0,0.01,0.06015625,1,NULL,NULL,NULL
1515,NC24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1515,SM24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1516,NC__,NULL,NULL,NULL,0,0.0025,0,1,NULL,NULL,NULL
1516,NC24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1516,SKIN,NULL,NULL,NULL,0,0.0025,0,1,NULL,NULL,NULL
1516,SM24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1516,TCHR,NULL,NULL,NULL,0,0.0025,0,1,NULL,NULL,NULL
1517,MO24,NULL,NULL,NULL,0,0.01,0.035625,1,NULL,NULL,NULL
1517,NC__,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1517,NC24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1517,SKIN,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1517,SM24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1518,ANY24,NULL,NULL,NULL,0,0.01,0.02578125,1,NULL,NULL,NULL
1518,ANY120,NULL,NULL,NULL,0,0.01,0.05,1,NULL,NULL,NULL
1518,AXIS,NULL,NULL,NULL,0,0.01,0.006643921,1,NULL,NULL,NULL
1518,ALL_BUT_MORT,NULL,NULL,NULL,0,0.01,0.022184886,1,NULL,NULL,NULL
1518,BRN_,NULL,NULL,NULL,0,0.01,0.012127792,1,NULL,NULL,NULL
1518,CRAN,NULL,NULL,NULL,0,0.01,0.012127792,1,NULL,NULL,NULL
1518,DP24,NULL,NULL,NULL,0,0.01,0.003935185,1,NULL,NULL,NULL
1518,EDEM,NULL,NULL,NULL,0,0.01,0.012127792,1,NULL,NULL,NULL
1518,LTRK,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1518,MO24,NULL,NULL,NULL,0,0.01,0.021875,1,NULL,NULL,NULL
1518,MORT,NULL,NULL,NULL,0,0.01,0.010185185,1,NULL,NULL,NULL
1518,MUSC,NULL,NULL,NULL,0,0.01,0.000192308,1,NULL,NULL,NULL
1518,NC__,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1518,NC24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1518,SKIN,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1518,SM24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1518,TOT_MORT,NULL,NULL,NULL,0,0.01,0.03203125,1,NULL,NULL,NULL
1519,NC24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1519,SM24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1520,NC__,NULL,NULL,NULL,0,0.001,0,1,NULL,NULL,NULL
1520,NC24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1520,SKIN,NULL,NULL,NULL,0,0.001,0,1,NULL,NULL,NULL
1520,SM24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1521,MUSC,NULL,NULL,NULL,0,0.005,0,1,NULL,NULL,NULL
1521,NC__,NULL,NULL,NULL,0,0.005,0,1,NULL,NULL,NULL
1521,NC24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1521,SKIN,NULL,NULL,NULL,0,0.005,0,1,NULL,NULL,NULL
1521,SM24,NULL,NULL,NULL,0,0.01,0,1,NULL,NULL,NULL
1521,TCHR,NULL,NULL,NULL,0,0.005,0,1,NULL,NULL,NULL
2677,ANY24,NULL,NULL,NULL,0,100000,0.249984306,1,NULL,NULL,NULL
2677,ANY120,NULL,NULL,NULL,0,100000,0.500157708,1,NULL,NULL,NULL
2677,AXIS,NULL,NULL,NULL,0,100000,4.24E-08,1,NULL,NULL,NULL
2677,ALL_BUT_MORT,NULL,NULL,NULL,0,100000,0.258229916,1,NULL,NULL,NULL
2677,BRN_,NULL,NULL,NULL,0,100000,0.033332709,1,NULL,NULL,NULL
2677,CRAN,NULL,NULL,NULL,0,100000,0.066667275,1,NULL,NULL,NULL
2677,DP24,NULL,NULL,NULL,0,100000,0.0806386,1,NULL,NULL,NULL
2677,EDEM,NULL,NULL,NULL,0,100000,0.083333372,1,NULL,NULL,NULL
2677,LTRK,NULL,NULL,NULL,0,100000,0.416658375,1,NULL,NULL,NULL
2677,MO24,NULL,NULL,NULL,0,100000,0.01562344,1,NULL,NULL,NULL
2677,MUSC,NULL,NULL,NULL,0,100000,0.016666363,1,NULL,NULL,NULL
2677,NC__,NULL,NULL,NULL,0,100000,3.08E-09,1,NULL,NULL,NULL
2677,NC24,NULL,NULL,NULL,0,100000,0.193536836,1,NULL,NULL,NULL
2677,SKIN,NULL,NULL,NULL,0,100000,0.299994061,1,NULL,NULL,NULL
2677,SM24,NULL,NULL,NULL,0,100000,0.032254841,1,NULL,NULL,NULL
2678,ANY24,NULL,NULL,NULL,0,100000,0.093758629,1,NULL,NULL,NULL
2678,ANY120,NULL,NULL,NULL,0,100000,0.468848557,1,NULL,NULL,NULL
2678,AXIS,NULL,NULL,NULL,0,100000,0.075021642,1,NULL,NULL,NULL
2678,BRN_,NULL,NULL,NULL,0,100000,0.024997948,1,NULL,NULL,NULL
2678,CRAN,NULL,NULL,NULL,0,100000,0.050004956,1,NULL,NULL,NULL
2678,DP24,NULL,NULL,NULL,0,100000,0.033330002,1,NULL,NULL,NULL
2678,EDEM,NULL,NULL,NULL,0,100000,0.150016182,1,NULL,NULL,NULL
2678,MO24,NULL,NULL,NULL,0,100000,0.031257376,1,NULL,NULL,NULL
2678,MUSC,NULL,NULL,NULL,0,100000,9.47E-07,1,NULL,NULL,NULL
2678,NC__,NULL,NULL,NULL,0,100000,3.25E-07,1,NULL,NULL,NULL
2678,NC24,NULL,NULL,NULL,0,100000,0.050002744,1,NULL,NULL,NULL
2678,SM24,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2678,TCHR,NULL,NULL,NULL,0,100000,0.100009877,1,NULL,NULL,NULL
2679,ANY24,NULL,NULL,NULL,0,100000,3.22E-05,1,NULL,NULL,NULL
2679,DP24,NULL,NULL,NULL,0,100000,1.09E-05,1,NULL,NULL,NULL
2679,MO24,NULL,NULL,NULL,0,100000,1.20E-08,1,NULL,NULL,NULL
2679,MUSC,NULL,NULL,NULL,0,100000,0.016152707,1,NULL,NULL,NULL
2679,NC__,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2679,NC24,NULL,NULL,NULL,0,100000,2.13E-05,1,NULL,NULL,NULL
2679,SM24,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2680,ANY24,NULL,NULL,NULL,0,100000,0.062493944,1,NULL,NULL,NULL
2680,ANY120,NULL,NULL,NULL,0,100000,0.406258414,1,NULL,NULL,NULL
2680,AXIS,NULL,NULL,NULL,0,100000,0.124998376,1,NULL,NULL,NULL
2680,ALL_BUT_MORT,NULL,NULL,NULL,0,100000,0.265639316,1,NULL,NULL,NULL
2680,DP24,NULL,NULL,NULL,0,100000,0.046870507,1,NULL,NULL,NULL
2680,MO24,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2680,MUSC,NULL,NULL,NULL,0,100000,0.074994131,1,NULL,NULL,NULL
2680,NC__,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2680,SM24,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2681,ANY120,NULL,NULL,NULL,0,100000,0.265618758,1,NULL,NULL,NULL
2681,AXIS,NULL,NULL,NULL,0,100000,0.115382424,1,NULL,NULL,NULL
2681,ALL_BUT_MORT,NULL,NULL,NULL,0,100000,0.183325094,1,NULL,NULL,NULL
2681,BRN_,NULL,NULL,NULL,0,100000,0.153832392,1,NULL,NULL,NULL
2681,CRAN,NULL,NULL,NULL,0,100000,0.173061236,1,NULL,NULL,NULL
2681,EDEM,NULL,NULL,NULL,0,100000,0.173061598,1,NULL,NULL,NULL
2681,LTRK,NULL,NULL,NULL,0,100000,0.192298123,1,NULL,NULL,NULL
2681,MORT,NULL,NULL,NULL,0,100000,0.06666,1,NULL,NULL,NULL
2681,MUSC,NULL,NULL,NULL,0,100000,0.096145918,1,NULL,NULL,NULL
2681,NC24,NULL,NULL,NULL,0,100000,3.00E-09,1,NULL,NULL,NULL
2681,SM24,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2681,TCHR,NULL,NULL,NULL,0,100000,1.61E-06,1,NULL,NULL,NULL
2681,TOT_MORT,NULL,NULL,NULL,0,100000,0.093751198,1,NULL,NULL,NULL
2682,ANY24,NULL,NULL,NULL,0,100000,0.218743474,1,NULL,NULL,NULL
2682,ANY120,NULL,NULL,NULL,0,100000,0.312492276,1,NULL,NULL,NULL
2682,AXIS,NULL,NULL,NULL,0,100000,6.17E-07,1,NULL,NULL,NULL
2682,ALL_BUT_MORT,NULL,NULL,NULL,0,100000,0.241363868,1,NULL,NULL,NULL
2682,BRN_,NULL,NULL,NULL,0,100000,6.17E-07,1,NULL,NULL,NULL
2682,CRAN,NULL,NULL,NULL,0,100000,0.031247492,1,NULL,NULL,NULL
2682,EDEM,NULL,NULL,NULL,0,100000,0.093741242,1,NULL,NULL,NULL
2682,LTRK,NULL,NULL,NULL,0,100000,8.62E-06,1,NULL,NULL,NULL
2682,MO24,NULL,NULL,NULL,0,100000,0.046877825,1,NULL,NULL,NULL
2682,MUSC,NULL,NULL,NULL,0,100000,0.031247492,1,NULL,NULL,NULL
2682,SKIN,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2682,SM24,NULL,NULL,NULL,0,100000,2.48E-08,1,NULL,NULL,NULL
2682,TCHR,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2682,TOT_MORT,NULL,NULL,NULL,0,100000,0.249990111,1,NULL,NULL,NULL
2695,AXIS,NULL,NULL,NULL,0,100000,0.008931791,1,NULL,NULL,NULL
2695,BRN_,NULL,NULL,NULL,0,100000,0.017860036,1,NULL,NULL,NULL
2695,MUSC,NULL,NULL,NULL,0,100000,0.008932211,1,NULL,NULL,NULL
2695,NC__,NULL,NULL,NULL,0,100000,7.25E-08,1,NULL,NULL,NULL
2695,SKIN,NULL,NULL,NULL,0,100000,0.196426491,1,NULL,NULL,NULL
2695,TCHR,NULL,NULL,NULL,0,100000,2.37E-06,1,NULL,NULL,NULL
2696,MO24,NULL,NULL,NULL,0,100000,0.062512129,1,NULL,NULL,NULL
2696,MUSC,NULL,NULL,NULL,0,100000,0.33330975,1,NULL,NULL,NULL
2696,NC__,NULL,NULL,NULL,0,100000,1.92E-05,1,NULL,NULL,NULL
2697,ANY24,NULL,NULL,NULL,0,100000,0.031287136,1,NULL,NULL,NULL
2697,DP24,NULL,NULL,NULL,0,100000,6.05E-08,1,NULL,NULL,NULL
2697,MO24,NULL,NULL,NULL,0,100000,0.015638738,1,NULL,NULL,NULL
2697,MORT,NULL,NULL,NULL,0,100000,0.306421338,1,NULL,NULL,NULL
2697,MUSC,NULL,NULL,NULL,0,100000,0.208357328,1,NULL,NULL,NULL
2697,NC__,NULL,NULL,NULL,0,100000,6.19E-08,1,NULL,NULL,NULL
2697,SM24,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2697,TOT_MORT,NULL,NULL,NULL,0,100000,0.312484411,1,NULL,NULL,NULL
2698,ANY120,NULL,NULL,NULL,0,100000,0.45313732,1,NULL,NULL,NULL
2698,AXIS,NULL,NULL,NULL,0,100000,0.13333811,1,NULL,NULL,NULL
2698,ALL_BUT_MORT,NULL,NULL,NULL,0,100000,0.214284977,1,NULL,NULL,NULL
2698,BRN_,NULL,NULL,NULL,0,100000,0.133337843,1,NULL,NULL,NULL
2698,DP24,NULL,NULL,NULL,0,100000,6.40E-08,1,NULL,NULL,NULL
2698,LTRK,NULL,NULL,NULL,0,100000,0.133337843,1,NULL,NULL,NULL
2698,NC__,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2698,NC24,NULL,NULL,NULL,0,100000,2.48E-09,1,NULL,NULL,NULL
2698,SKIN,NULL,NULL,NULL,0,100000,1.00E-10,1,NULL,NULL,NULL
2698,SM24,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2698,TCHR,NULL,NULL,NULL,0,100000,3.96E-07,1,NULL,NULL,NULL
2699,ANY24,NULL,NULL,NULL,0,100000,0.062510775,1,NULL,NULL,NULL
2699,ANY120,NULL,NULL,NULL,0,100000,0.406243285,1,NULL,NULL,NULL
2699,AXIS,NULL,NULL,NULL,0,100000,0.219985804,1,NULL,NULL,NULL
2699,ALL_BUT_MORT,NULL,NULL,NULL,0,100000,0.354830278,1,NULL,NULL,NULL
2699,BRN_,NULL,NULL,NULL,0,100000,0.199987804,1,NULL,NULL,NULL
2699,DP24,NULL,NULL,NULL,0,100000,0.032264101,1,NULL,NULL,NULL
2699,EDEM,NULL,NULL,NULL,0,100000,0.299993589,1,NULL,NULL,NULL
2699,LTRK,NULL,NULL,NULL,0,100000,0.319976244,1,NULL,NULL,NULL
2699,MO24,NULL,NULL,NULL,0,100000,0.01563095,1,NULL,NULL,NULL
2699,MORT,NULL,NULL,NULL,0,100000,0.096766104,1,NULL,NULL,NULL
2699,MUSC,NULL,NULL,NULL,0,100000,0.099999304,1,NULL,NULL,NULL
2699,NC__,NULL,NULL,NULL,0,100000,0.019998075,1,NULL,NULL,NULL
2699,NC24,NULL,NULL,NULL,0,100000,0.016127912,1,NULL,NULL,NULL
2699,SM24,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2699,TCHR,NULL,NULL,NULL,0,100000,0.020005742,1,NULL,NULL,NULL
2699,TOT_MORT,NULL,NULL,NULL,0,100000,0.109373162,1,NULL,NULL,NULL
2700,ANY24,NULL,NULL,NULL,0,100000,0.109372033,1,NULL,NULL,NULL
2700,ANY120,NULL,NULL,NULL,0,100000,0.34374674,1,NULL,NULL,NULL
2700,AXIS,NULL,NULL,NULL,0,100000,1.60E-05,1,NULL,NULL,NULL
2700,ALL_BUT_MORT,NULL,NULL,NULL,0,100000,0.161297064,1,NULL,NULL,NULL
2700,BRN_,NULL,NULL,NULL,0,100000,0.099998048,1,NULL,NULL,NULL
2700,CRAN,NULL,NULL,NULL,0,100000,0.133328368,1,NULL,NULL,NULL
2700,EDEM,NULL,NULL,NULL,0,100000,0.166658368,1,NULL,NULL,NULL
2700,LTRK,NULL,NULL,NULL,0,100000,0.099998061,1,NULL,NULL,NULL
2700,MO24,NULL,NULL,NULL,0,100000,0.015623896,1,NULL,NULL,NULL
2700,MUSC,NULL,NULL,NULL,0,100000,0.099998381,1,NULL,NULL,NULL
2700,NC__,NULL,NULL,NULL,0,100000,1.32E-08,1,NULL,NULL,NULL
2700,NC24,NULL,NULL,NULL,0,100000,0.016127419,1,NULL,NULL,NULL
2700,SKIN,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2700,TCHR,NULL,NULL,NULL,0,100000,0,1,NULL,NULL,NULL
2700,TOT_MORT,NULL,NULL,NULL,0,100000,0.265614197,1,NULL,NULL,NULL
3322,AXIS,NULL,NULL,NULL,0,7500,0.017949507,1,NULL,NULL,NULL
3322,ALL_BUT_MORT,NULL,NULL,NULL,0,7500,0.05897745,1,NULL,NULL,NULL
3322,BRN_,NULL,NULL,NULL,0,7500,0.022085386,1,NULL,NULL,NULL
3322,CRAN,NULL,NULL,NULL,0,7500,0.005747126,1,NULL,NULL,NULL
3322,DP24,NULL,NULL,NULL,0,7500,0.017575817,1,NULL,NULL,NULL
3322,EDEM,NULL,NULL,NULL,0,7500,0.031280788,1,NULL,NULL,NULL
3322,LTRK,NULL,NULL,NULL,0,7500,0.009195402,1,NULL,NULL,NULL
